582,-178.4905249930906,0.24979577290131505
115,-170.14819538765943,0.29906087369415413
138,-160.07500927299722,0.3209120295397033
154,-150.0186932573137,0.24768823930305928
167,-139.92289746100255,0.2431501595122198
180,-129.76257677669253,0.2431247163506035
189,-120.76315047422695,0.242788905580466
196,-110.30458086546086,0.2430984005889015
208,-99.90869305777109,0.24270536403419132
224,-90.36945195251299,0.24259253677698644
235,-80.35987080879505,0.24225261512289425
242,-69.88953772090964,0.24618837744589261
247,-59.9349548731,0.24011454745841315
253,-50.93201081275783,0.24268065547295734
137,-39.82586391392091,0.03159744515775323
278,-29.828139397924794,0.2419401577603352
306,-19.967241334258013,0.24439636730097253
326,-10.039676681272294,0.24178817648980058
348,-0.2021201698431005,0.23726547554767818
385,10.066144282545967,0.24157720584673995
409,20.496272110230375,0.2434378477355201
421,30.003672834998216,0.25032194309530054
427,37.457887368742675,0.25471830655282157
435,49.85542424510244,0.24291921755921453
454,59.71855936895325,0.21732959222874168
462,69.71091705195671,0.21951722125122752
475,81.16595417820406,0.2382117669320371
474,89.73953298067296,0.25694393457410847
485,102.33567008640755,0.23802972825723795
490,109.56257580647846,0.2534878458631743
497,119.98046506618775,0.2591207802729607
502,128.68084418621845,0.26980448036092763
505,139.68835376668775,0.2725992852171816
521,149.94458578079545,0.2437699825069508
532,159.72730782258523,0.3565984240862246
566,169.84056939852616,0.1931304129031006
